zip,week_of_year,year,Number of patients
91934,40,2016,1
91934,41,2019,1
91934,43,2015,1
91934,43,2018,1
91934,44,2017,1
91934,44,2018,1
91934,45,2015,1
91934,45,2019,1
91934,49,2015,1
91934,50,2016,1
91934,50,2017,1
91934,50,2018,1
91934,51,2019,1
91934,52,2017,1
91935,1,2016,2
91935,1,2017,2
91935,1,2018,1
91935,1,2019,1
91935,1,2020,4
91935,2,2019,1
91935,2,2020,1
91935,3,2016,2
91935,3,2017,3
91935,3,2019,1
91935,3,2020,1
91935,4,2016,2
91935,4,2017,1
91935,4,2018,2
91935,4,2020,1
91935,5,2016,2
91935,5,2017,1
91935,5,2018,1
91935,5,2020,2
91935,6,2016,1
91935,6,2017,4
91935,6,2018,2
91935,6,2019,2
91935,6,2020,1
91935,7,2017,1
91935,7,2018,1
91935,7,2020,3
91935,8,2016,1
91935,8,2017,1
91935,9,2017,1
91935,10,2018,1
91935,10,2020,2
91935,11,2016,1
91935,11,2019,2
91935,12,2017,1
91935,12,2018,2
91935,12,2019,2
91935,13,2016,1
91935,13,2018,3
91935,14,2016,2
91935,14,2018,1
91935,14,2019,1
91935,15,2017,2
91935,15,2018,1
91935,15,2019,4
91935,16,2016,1
91935,16,2017,1
91935,16,2018,1
91935,16,2019,4
91935,17,2018,1
91935,20,2019,1
91935,21,2019,3
91935,23,2016,1
91935,24,2017,1
91935,25,2018,1
91935,26,2016,2
91935,26,2020,1
91935,27,2018,1
91935,29,2018,1
91935,31,2018,1
91935,31,2020,1
91935,32,2016,1
91935,32,2018,2
91935,33,2016,1
91935,33,2017,1
91935,33,2019,1
91935,34,2016,1
91935,34,2018,1
91935,35,2016,1
91935,35,2018,1
91935,36,2016,1
91935,36,2017,1
91935,36,2018,2
91935,36,2019,1
91935,37,2016,1
91935,37,2017,1
91935,37,2018,1
91935,38,2019,2
91935,39,2016,1
91935,39,2019,1
91935,40,2017,1
91935,40,2018,1
91935,40,2020,2
91935,41,2019,2
91935,43,2016,1
91935,43,2017,1
91935,43,2018,1
91935,43,2019,1
91935,44,2016,1
91935,45,2016,3
91935,45,2018,1
91935,46,2017,2
91935,46,2018,1
91935,47,2015,2
91935,48,2016,4
91935,48,2017,1
91935,49,2015,2
91935,49,2016,1
91935,49,2017,2
91935,49,2019,3
91935,50,2018,2
91935,50,2019,2
91935,51,2017,2
91935,52,2015,2
91935,52,2018,2
91935,52,2019,3
91935,53,2016,2
91941,1,2016,5
91941,1,2017,8
91941,1,2018,9
91941,1,2019,9
91941,1,2020,3
91941,2,2016,3
91941,2,2017,1
91941,2,2018,8
91941,2,2019,2
91941,2,2020,4
91941,3,2016,7
91941,3,2017,6
91941,3,2018,5
91941,3,2019,9
91941,3,2020,5
91941,4,2016,8
91941,4,2017,8
91941,4,2018,2
91941,4,2019,8
91941,4,2020,11
91941,5,2016,8
91941,5,2017,10
91941,5,2018,13
91941,5,2019,6
91941,5,2020,8
91941,6,2016,9
91941,6,2017,2
91941,6,2018,8
91941,6,2019,5
91941,6,2020,6
91941,7,2016,3
91941,7,2017,3
91941,7,2018,5
91941,7,2019,10
91941,7,2020,5
91941,8,2016,8
91941,8,2017,4
91941,8,2018,7
91941,8,2019,11
91941,8,2020,10
91941,9,2016,5
91941,9,2017,7
91941,9,2018,3
91941,9,2019,7
91941,9,2020,3
91941,10,2016,2
91941,10,2017,2
91941,10,2018,5
91941,10,2019,8
91941,10,2020,4
91941,11,2016,2
91941,11,2017,7
91941,11,2018,8
91941,11,2019,13
91941,11,2020,4
91941,12,2016,2
91941,12,2017,8
91941,12,2018,8
91941,12,2019,7
91941,12,2020,4
91941,13,2016,6
91941,13,2017,2
91941,13,2018,5
91941,13,2019,3
91941,13,2020,2
91941,14,2016,2
91941,14,2017,3
91941,14,2018,2
91941,14,2019,2
91941,14,2020,4
91941,15,2016,3
91941,15,2017,7
91941,15,2018,2
91941,15,2019,6
91941,15,2020,1
91941,16,2016,2
91941,16,2017,2
91941,16,2018,2
91941,16,2019,6
91941,17,2017,3
91941,17,2018,5
91941,17,2020,1
91941,18,2016,2
91941,18,2017,2
91941,18,2018,5
91941,18,2019,4
91941,19,2016,3
91941,19,2017,3
91941,19,2018,4
91941,19,2019,5
91941,19,2020,1
91941,20,2016,2
91941,20,2017,6
91941,20,2018,8
91941,20,2019,9
91941,21,2016,2
91941,21,2017,1
91941,21,2019,6
91941,21,2020,1
91941,22,2016,2
91941,22,2017,7
91941,22,2018,4
91941,22,2019,6
91941,23,2016,2
91941,23,2017,1
91941,23,2019,5
91941,23,2020,1
91941,24,2017,2
91941,24,2018,2
91941,24,2019,2
91941,25,2016,2
91941,25,2017,1
91941,25,2018,1
91941,25,2019,2
91941,25,2020,1
91941,26,2016,3
91941,26,2017,1
91941,26,2018,1
91941,26,2019,1
91941,26,2020,1
91941,27,2016,1
91941,27,2017,3
91941,27,2018,1
91941,27,2019,2
91941,28,2016,4
91941,28,2017,2
91941,28,2018,4
91941,28,2019,2
91941,29,2016,4
91941,29,2017,1
91941,30,2016,2
91941,30,2017,2
91941,30,2018,1
91941,30,2019,3
91941,31,2016,1
91941,31,2018,1
91941,31,2019,4
91941,32,2016,1
91941,32,2017,2
91941,32,2018,6
91941,32,2019,1
91941,33,2016,1
91941,33,2017,2
91941,33,2019,1
91941,33,2020,1
91941,34,2016,1
91941,34,2017,1
91941,34,2018,1
91941,34,2019,1
91941,34,2020,1
91941,35,2017,5
91941,35,2018,1
91941,35,2019,3
91941,36,2017,1
91941,36,2018,2
91941,36,2019,1
91941,37,2016,1
91941,37,2017,2
91941,37,2018,1
91941,37,2019,3
91941,38,2016,3
91941,38,2018,1
91941,38,2019,5
91941,38,2020,2
91941,39,2016,3
91941,39,2017,2
91941,39,2018,2
91941,39,2019,2
91941,39,2020,1
91941,40,2015,1
91941,40,2017,1
91941,40,2018,6
91941,40,2019,5
91941,40,2020,1
91941,41,2015,4
91941,41,2016,2
91941,41,2017,3
91941,41,2018,2
91941,41,2019,3
91941,41,2020,1
91941,42,2015,4
91941,42,2016,3
91941,42,2017,3
91941,42,2018,1
91941,42,2019,6
91941,43,2015,4
91941,43,2016,3
91941,43,2017,3
91941,43,2018,2
91941,43,2019,4
91941,43,2020,1
91941,44,2015,1
91941,44,2016,4
91941,44,2017,2
91941,44,2018,1
91941,44,2019,1
91941,44,2020,1
91941,45,2015,1
91941,45,2016,3
91941,45,2017,6
91941,45,2018,3
91941,45,2019,6
91941,46,2015,8
91941,46,2016,4
91941,46,2017,5
91941,46,2018,5
91941,46,2019,4
91941,46,2020,1
91941,47,2015,5
91941,47,2016,1
91941,47,2017,3
91941,47,2018,3
91941,47,2019,1
91941,47,2020,3
91941,48,2015,5
91941,48,2017,2
91941,48,2018,4
91941,48,2019,1
91941,48,2020,2
91941,49,2015,4
91941,49,2016,4
91941,49,2017,2
91941,49,2018,1
91941,49,2019,6
91941,49,2020,1
91941,50,2015,2
91941,50,2016,3
91941,50,2017,6
91941,50,2018,2
91941,50,2019,13
91941,51,2015,2
91941,51,2016,5
91941,51,2017,6
91941,51,2018,9
91941,51,2019,11
91941,52,2015,6
91941,52,2016,2
91941,52,2017,12
91941,52,2018,8
91941,52,2019,5
91941,53,2015,4
91941,53,2016,2
91942,1,2016,5
91942,1,2017,8
91942,1,2018,8
91942,1,2019,13
91942,1,2020,2
91942,2,2016,3
91942,2,2017,6
91942,2,2018,4
91942,2,2019,6
91942,2,2020,6
91942,3,2016,6
91942,3,2017,8
91942,3,2018,4
91942,3,2019,2
91942,3,2020,10
91942,4,2016,5
91942,4,2017,5
91942,4,2018,3
91942,4,2019,7
91942,4,2020,12
91942,5,2016,6
91942,5,2017,6
91942,5,2018,6
91942,5,2019,7
91942,5,2020,14
91942,6,2016,7
91942,6,2017,2
91942,6,2018,12
91942,6,2019,12
91942,6,2020,5
91942,7,2016,6
91942,7,2017,4
91942,7,2018,6
91942,7,2019,6
91942,7,2020,12
91942,8,2016,8
91942,8,2017,3
91942,8,2018,6
91942,8,2019,11
91942,8,2020,8
91942,9,2016,5
91942,9,2017,2
91942,9,2018,4
91942,9,2019,4
91942,9,2020,9
91942,10,2016,4
91942,10,2017,5
91942,10,2018,9
91942,10,2019,8
91942,10,2020,7
91942,11,2016,4
91942,11,2017,7
91942,11,2018,6
91942,11,2019,11
91942,11,2020,11
91942,12,2016,5
91942,12,2017,3
91942,12,2018,5
91942,12,2019,5
91942,12,2020,3
91942,13,2016,4
91942,13,2017,4
91942,13,2018,5
91942,13,2019,9
91942,13,2020,1
91942,14,2016,1
91942,14,2017,8
91942,14,2018,1
91942,14,2019,7
91942,15,2016,4
91942,15,2017,3
91942,15,2018,3
91942,15,2019,3
91942,15,2020,2
91942,16,2016,4
91942,16,2017,5
91942,16,2019,4
91942,17,2016,3
91942,17,2017,6
91942,17,2019,2
91942,17,2020,1
91942,18,2016,1
91942,18,2017,3
91942,18,2018,4
91942,18,2019,5
91942,19,2016,1
91942,19,2017,5
91942,19,2018,1
91942,19,2019,5
91942,20,2016,3
91942,20,2017,6
91942,20,2018,2
91942,20,2019,5
91942,21,2016,2
91942,21,2018,3
91942,21,2020,1
91942,22,2016,3
91942,22,2017,4
91942,22,2018,1
91942,22,2019,6
91942,23,2016,3
91942,23,2017,2
91942,23,2018,1
91942,23,2019,3
91942,23,2020,1
91942,24,2016,3
91942,24,2017,2
91942,24,2018,2
91942,24,2019,3
91942,25,2016,2
91942,25,2017,1
91942,25,2019,2
91942,26,2016,1
91942,26,2017,3
91942,26,2019,2
91942,27,2016,1
91942,27,2017,1
91942,27,2018,1
91942,27,2019,1
91942,27,2020,1
91942,28,2018,1
91942,28,2019,3
91942,28,2020,1
91942,29,2016,2
91942,29,2017,2
91942,29,2018,1
91942,29,2020,1
91942,30,2016,1
91942,30,2017,1
91942,30,2018,1
91942,30,2019,1
91942,31,2016,2
91942,31,2017,6
91942,31,2018,3
91942,31,2020,1
91942,32,2018,5
91942,32,2019,3
91942,33,2016,1
91942,33,2017,2
91942,33,2018,2
91942,33,2019,2
91942,33,2020,2
91942,34,2016,3
91942,34,2017,3
91942,34,2018,3
91942,34,2019,2
91942,34,2020,1
91942,35,2016,2
91942,35,2017,3
91942,35,2018,1
91942,35,2019,5
91942,36,2016,1
91942,36,2017,1
91942,36,2018,5
91942,36,2019,3
91942,36,2020,1
91942,37,2016,4
91942,37,2017,2
91942,37,2018,1
91942,37,2019,5
91942,38,2016,3
91942,38,2017,7
91942,38,2018,2
91942,38,2019,4
91942,38,2020,1
91942,39,2016,1
91942,39,2019,4
91942,40,2015,2
91942,40,2016,2
91942,40,2017,6
91942,40,2018,4
91942,40,2019,2
91942,40,2020,1
91942,41,2015,5
91942,41,2016,3
91942,41,2017,1
91942,41,2018,4
91942,41,2019,3
91942,42,2015,3
91942,42,2016,5
91942,42,2017,9
91942,42,2018,1
91942,42,2019,6
91942,42,2020,1
91942,43,2015,3
91942,43,2016,2
91942,43,2017,1
91942,43,2018,4
91942,43,2019,4
91942,44,2015,6
91942,44,2016,1
91942,44,2017,3
91942,44,2018,4
91942,44,2019,6
91942,45,2015,1
91942,45,2016,5
91942,45,2017,5
91942,45,2018,1
91942,45,2019,2
91942,46,2015,3
91942,46,2017,6
91942,46,2018,2
91942,46,2019,5
91942,46,2020,1
91942,47,2015,2
91942,47,2016,5
91942,47,2017,5
91942,47,2018,2
91942,47,2019,4
91942,48,2015,8
91942,48,2016,1
91942,48,2017,7
91942,48,2018,4
91942,48,2019,3
91942,49,2015,4
91942,49,2016,8
91942,49,2017,8
91942,49,2018,3
91942,49,2019,9
91942,49,2020,2
91942,50,2015,5
91942,50,2016,3
91942,50,2017,8
91942,50,2018,3
91942,50,2019,5
91942,51,2015,5
91942,51,2016,4
91942,51,2017,11
91942,51,2018,9
91942,51,2019,10
91942,52,2015,5
91942,52,2016,8
91942,52,2017,7
91942,52,2018,7
91942,52,2019,16
91942,53,2015,4
91942,53,2016,2
91944,2,2020,1
91944,6,2018,1
91944,12,2020,1
91944,13,2018,1
91944,43,2017,1
91945,1,2016,8
91945,1,2017,5
91945,1,2018,9
91945,1,2019,16
91945,1,2020,12
91945,2,2016,12
91945,2,2017,5
91945,2,2018,12
91945,2,2019,8
91945,2,2020,20
91945,3,2016,9
91945,3,2017,15
91945,3,2018,6
91945,3,2019,7
91945,3,2020,8
91945,4,2016,4
91945,4,2017,6
91945,4,2018,10
91945,4,2019,8
91945,4,2020,12
91945,5,2016,10
91945,5,2017,13
91945,5,2018,7
91945,5,2019,10
91945,5,2020,9
91945,6,2016,7
91945,6,2017,8
91945,6,2018,7
91945,6,2019,9
91945,6,2020,16
91945,7,2016,8
91945,7,2017,9
91945,7,2018,11
91945,7,2019,12
91945,7,2020,18
91945,8,2016,13
91945,8,2017,6
91945,8,2018,12
91945,8,2019,17
91945,8,2020,8
91945,9,2016,8
91945,9,2017,7
91945,9,2018,5
91945,9,2019,14
91945,9,2020,9
91945,10,2016,7
91945,10,2017,8
91945,10,2018,9
91945,10,2019,13
91945,10,2020,11
91945,11,2016,11
91945,11,2017,4
91945,11,2018,7
91945,11,2019,16
91945,11,2020,13
91945,12,2016,1
91945,12,2017,10
91945,12,2018,5
91945,12,2019,12
91945,12,2020,13
91945,13,2016,6
91945,13,2017,6
91945,13,2018,10
91945,13,2019,9
91945,13,2020,5
91945,14,2016,4
91945,14,2017,4
91945,14,2018,2
91945,14,2019,4
91945,14,2020,1
91945,15,2016,4
91945,15,2017,5
91945,15,2018,2
91945,15,2019,3
91945,15,2020,1
91945,16,2016,1
91945,16,2017,6
91945,16,2018,4
91945,16,2019,3
91945,17,2016,3
91945,17,2017,9
91945,17,2018,7
91945,17,2019,6
91945,17,2020,1
91945,18,2016,1
91945,18,2017,9
91945,18,2018,6
91945,18,2019,4
91945,18,2020,2
91945,19,2016,3
91945,19,2017,4
91945,19,2018,5
91945,19,2019,6
91945,19,2020,1
91945,20,2016,9
91945,20,2017,9
91945,20,2018,6
91945,20,2019,4
91945,21,2016,3
91945,21,2017,1
91945,21,2018,1
91945,21,2019,4
91945,21,2020,2
91945,22,2016,6
91945,22,2017,7
91945,22,2018,3
91945,22,2019,2
91945,22,2020,2
91945,23,2016,1
91945,23,2017,3
91945,23,2018,2
91945,23,2019,1
91945,24,2016,3
91945,24,2017,3
91945,24,2018,1
91945,24,2019,2
91945,24,2020,1
91945,25,2016,5
91945,25,2017,5
91945,25,2018,2
91945,25,2019,2
91945,26,2016,2
91945,26,2017,2
91945,26,2018,1
91945,26,2019,3
91945,27,2016,4
91945,27,2017,2
91945,27,2018,1
91945,27,2019,3
91945,27,2020,1
91945,28,2016,5
91945,28,2017,5
91945,28,2018,3
91945,28,2019,2
91945,28,2020,1
91945,29,2016,2
91945,29,2017,2
91945,29,2019,3
91945,30,2016,3
91945,30,2017,3
91945,30,2018,4
91945,30,2019,2
91945,31,2016,4
91945,31,2017,4
91945,31,2018,2
91945,31,2019,1
91945,31,2020,1
91945,32,2016,3
91945,32,2017,1
91945,32,2018,3
91945,32,2019,2
91945,33,2016,6
91945,33,2017,2
91945,33,2018,1
91945,33,2019,3
91945,33,2020,1
91945,34,2016,1
91945,34,2017,3
91945,35,2016,6
91945,35,2017,2
91945,35,2018,4
91945,35,2019,7
91945,36,2016,8
91945,36,2017,8
91945,36,2018,1
91945,36,2019,7
91945,36,2020,1
91945,37,2016,7
91945,37,2017,4
91945,37,2018,3
91945,37,2019,4
91945,37,2020,1
91945,38,2016,6
91945,38,2017,9
91945,38,2018,1
91945,38,2019,9
91945,39,2016,5
91945,39,2017,1
91945,39,2018,3
91945,39,2019,5
91945,39,2020,1
91945,40,2015,8
91945,40,2016,3
91945,40,2017,11
91945,40,2018,1
91945,40,2020,4
91945,41,2015,5
91945,41,2016,3
91945,41,2017,6
91945,41,2018,1
91945,41,2019,7
91945,41,2020,1
91945,42,2015,3
91945,42,2016,4
91945,42,2017,8
91945,42,2018,6
91945,42,2019,2
91945,42,2020,3
91945,43,2015,5
91945,43,2016,4
91945,43,2017,3
91945,43,2018,5
91945,43,2019,7
91945,44,2015,5
91945,44,2016,6
91945,44,2017,3
91945,44,2018,6
91945,44,2019,2
91945,44,2020,3
91945,45,2015,6
91945,45,2016,12
91945,45,2017,10
91945,45,2018,2
91945,45,2019,9
91945,45,2020,2
91945,46,2015,2
91945,46,2016,4
91945,46,2017,5
91945,46,2018,1
91945,46,2019,3
91945,46,2020,3
91945,47,2015,9
91945,47,2016,6
91945,47,2017,5
91945,47,2018,9
91945,47,2019,5
91945,47,2020,1
91945,48,2015,9
91945,48,2016,3
91945,48,2017,7
91945,48,2018,4
91945,48,2019,4
91945,49,2015,2
91945,49,2016,10
91945,49,2017,10
91945,49,2018,2
91945,49,2019,9
91945,49,2020,3
91945,50,2015,1
91945,50,2016,11
91945,50,2017,11
91945,50,2018,9
91945,50,2019,4
91945,51,2015,6
91945,51,2016,8
91945,51,2017,8
91945,51,2018,7
91945,51,2019,10
91945,52,2015,8
91945,52,2016,10
91945,52,2017,23
91945,52,2018,8
91945,52,2019,17
91945,53,2015,1
91945,53,2016,4
91946,6,2016,1
91946,8,2018,1
91946,10,2019,2
91946,14,2016,1
91946,20,2018,1
91946,25,2018,1
91946,26,2017,1
91946,27,2017,1
91946,40,2017,1
91946,42,2017,1
91946,43,2017,1
91946,45,2016,1
91946,45,2018,1
91946,51,2017,1
91950,1,2016,20
91950,1,2017,23
91950,1,2018,45
91950,1,2019,33
91950,1,2020,37
91950,2,2016,5
91950,2,2017,27
91950,2,2018,27
91950,2,2019,19
91950,2,2020,30
91950,3,2016,23
91950,3,2017,24
91950,3,2018,24
91950,3,2019,22
91950,3,2020,36
91950,4,2016,15
91950,4,2017,28
91950,4,2018,18
91950,4,2019,30
91950,4,2020,41
91950,5,2016,28
91950,5,2017,21
91950,5,2018,30
91950,5,2019,31
91950,5,2020,31
91950,6,2016,40
91950,6,2017,23
91950,6,2018,22
91950,6,2019,34
91950,6,2020,29
91950,7,2016,26
91950,7,2017,16
91950,7,2018,18
91950,7,2019,32
91950,7,2020,35
91950,8,2016,38
91950,8,2017,24
91950,8,2018,10
91950,8,2019,42
91950,8,2020,33
91950,9,2016,18
91950,9,2017,24
91950,9,2018,16
91950,9,2019,32
91950,9,2020,27
91950,10,2016,18
91950,10,2017,26
91950,10,2018,19
91950,10,2019,34
91950,10,2020,32
91950,11,2016,16
91950,11,2017,20
91950,11,2018,18
91950,11,2019,33
91950,11,2020,25
91950,12,2016,10
91950,12,2017,19
91950,12,2018,18
91950,12,2019,19
91950,12,2020,17
91950,13,2016,14
91950,13,2017,16
91950,13,2018,14
91950,13,2019,16
91950,13,2020,9
91950,14,2016,6
91950,14,2017,13
91950,14,2018,13
91950,14,2019,16
91950,14,2020,5
91950,15,2016,16
91950,15,2017,10
91950,15,2018,7
91950,15,2019,13
91950,15,2020,4
91950,16,2016,12
91950,16,2017,16
91950,16,2018,13
91950,16,2019,13
91950,16,2020,3
91950,17,2016,11
91950,17,2017,8
91950,17,2018,9
91950,17,2019,6
91950,17,2020,5
91950,18,2016,13
91950,18,2017,13
91950,18,2018,18
91950,18,2019,8
91950,18,2020,3
91950,19,2016,9
91950,19,2017,22
91950,19,2018,14
91950,19,2019,12
91950,20,2016,6
91950,20,2017,16
91950,20,2018,12
91950,20,2019,14
91950,20,2020,1
91950,21,2016,19
91950,21,2017,11
91950,21,2018,14
91950,21,2019,11
91950,21,2020,1
91950,22,2016,11
91950,22,2017,19
91950,22,2018,13
91950,22,2019,9
91950,23,2016,13
91950,23,2017,19
91950,23,2018,15
91950,23,2019,6
91950,23,2020,1
91950,24,2016,12
91950,24,2017,12
91950,24,2018,9
91950,24,2019,7
91950,24,2020,2
91950,25,2016,12
91950,25,2017,9
91950,25,2018,14
91950,25,2019,4
91950,25,2020,1
91950,26,2016,14
91950,26,2017,10
91950,26,2018,11
91950,26,2019,7
91950,26,2020,2
91950,27,2016,12
91950,27,2017,12
91950,27,2018,8
91950,27,2019,6
91950,27,2020,1
91950,28,2016,5
91950,28,2017,10
91950,28,2018,5
91950,28,2019,3
91950,28,2020,2
91950,29,2016,8
91950,29,2017,7
91950,29,2018,8
91950,29,2019,7
91950,29,2020,3
91950,30,2016,10
91950,30,2017,13
91950,30,2018,5
91950,30,2019,8
91950,30,2020,2
91950,31,2016,11
91950,31,2017,6
91950,31,2018,6
91950,31,2019,3
91950,31,2020,3
91950,32,2016,10
91950,32,2017,9
91950,32,2018,6
91950,32,2019,8
91950,32,2020,3
91950,33,2016,5
91950,33,2017,11
91950,33,2018,10
91950,33,2019,7
91950,33,2020,6
91950,34,2016,11
91950,34,2017,12
91950,34,2018,7
91950,34,2019,7
91950,34,2020,3
91950,35,2016,13
91950,35,2017,12
91950,35,2018,11
91950,35,2019,8
91950,35,2020,3
91950,36,2016,14
91950,36,2017,10
91950,36,2018,14
91950,36,2019,17
91950,36,2020,3
91950,37,2016,8
91950,37,2017,18
91950,37,2018,9
91950,37,2019,16
91950,37,2020,2
91950,38,2016,22
91950,38,2017,10
91950,38,2018,9
91950,38,2019,12
91950,38,2020,2
91950,39,2016,16
91950,39,2017,12
91950,39,2018,10
91950,39,2019,12
91950,39,2020,5
91950,40,2015,2
91950,40,2016,7
91950,40,2017,15
91950,40,2018,9
91950,40,2019,11
91950,40,2020,5
91950,41,2015,10
91950,41,2016,16
91950,41,2017,16
91950,41,2018,13
91950,41,2019,8
91950,41,2020,7
91950,42,2015,10
91950,42,2016,7
91950,42,2017,16
91950,42,2018,11
91950,42,2019,15
91950,42,2020,5
91950,43,2015,10
91950,43,2016,13
91950,43,2017,17
91950,43,2018,15
91950,43,2019,10
91950,43,2020,1
91950,44,2015,12
91950,44,2016,17
91950,44,2017,14
91950,44,2018,13
91950,44,2019,11
91950,44,2020,4
91950,45,2015,12
91950,45,2016,19
91950,45,2017,27
91950,45,2018,11
91950,45,2019,14
91950,45,2020,4
91950,46,2015,17
91950,46,2016,17
91950,46,2017,19
91950,46,2018,16
91950,46,2019,9
91950,46,2020,4
91950,47,2015,16
91950,47,2016,24
91950,47,2017,21
91950,47,2018,23
91950,47,2019,12
91950,47,2020,4
91950,48,2015,7
91950,48,2016,18
91950,48,2017,18
91950,48,2018,13
91950,48,2019,15
91950,48,2020,7
91950,49,2015,12
91950,49,2016,20
91950,49,2017,14
91950,49,2018,16
91950,49,2019,9
91950,49,2020,5
91950,50,2015,12
91950,50,2016,19
91950,50,2017,26
91950,50,2018,24
91950,50,2019,4
91950,51,2015,12
91950,51,2016,27
91950,51,2017,37
91950,51,2018,28
91950,51,2019,20
91950,52,2015,22
91950,52,2016,25
91950,52,2017,44
91950,52,2018,32
91950,52,2019,27
91950,53,2015,6
91950,53,2016,6
91951,2,2020,1
91951,4,2019,1
91951,5,2016,1
91951,5,2020,1
91951,6,2016,1
91951,7,2016,1
91951,9,2019,1
91951,10,2017,1
91951,11,2018,1
91951,14,2017,1
91951,15,2017,1
91951,16,2019,1
91951,16,2020,1
91951,20,2017,1
91951,23,2017,1
91951,24,2016,2
91951,27,2016,1
91951,38,2017,1
91951,42,2018,1
91951,45,2015,1
91951,45,2016,1
91951,45,2017,1
91951,45,2020,1
91951,46,2017,1
91951,47,2016,1
91951,47,2020,1
91951,49,2020,1
91951,51,2017,1
91951,52,2018,1
91962,2,2019,1
91962,2,2020,1
91962,3,2016,1
91962,3,2017,1
91962,3,2019,1
91962,5,2018,1
91962,6,2016,1
91962,6,2018,1
91962,7,2019,1
91962,8,2018,1
91962,8,2019,1
91962,8,2020,1
91962,9,2016,1
91962,9,2019,1
91962,10,2017,1
91962,11,2016,1
91962,11,2017,1
91962,12,2016,2
91962,13,2019,1
91962,14,2016,1
91962,14,2019,3
91962,15,2016,1
91962,15,2018,1
91962,16,2017,1
91962,19,2019,1
91962,20,2019,1
91962,23,2019,1
91962,32,2018,1
91962,35,2017,1
91962,36,2016,1
91962,41,2015,1
91962,42,2019,1
91962,44,2015,1
91962,46,2016,1
91962,47,2019,1
91962,47,2020,1
91962,48,2015,1
91962,49,2019,1
91962,51,2017,2
91962,52,2016,1
91963,1,2018,1
91963,1,2020,1
91963,2,2016,2
91963,2,2017,1
91963,2,2019,1
91963,3,2017,1
91963,3,2018,1
91963,3,2020,1
91963,4,2017,1
91963,4,2019,1
91963,4,2020,1
91963,5,2016,1
91963,5,2019,1
91963,6,2017,2
91963,6,2018,1
91963,6,2019,2
91963,6,2020,1
91963,7,2017,1
91963,7,2020,3
91963,8,2018,1
91963,8,2019,2
91963,8,2020,2
91963,9,2019,1
91963,10,2018,1
91963,11,2020,2
91963,12,2018,2
91963,12,2019,1
91963,13,2017,1
91963,15,2016,1
91963,16,2018,1
91963,21,2019,1
91963,23,2019,1
91963,25,2019,1
91963,26,2018,1
91963,28,2019,2
91963,29,2016,1
91963,30,2016,1
91963,41,2019,1
91963,42,2016,1
91963,42,2018,1
91963,43,2017,1
91963,43,2019,2
91963,43,2020,1
91963,44,2015,1
91963,44,2017,1
91963,45,2016,1
91963,45,2017,1
91963,46,2018,1
91963,47,2016,1
91963,48,2018,1
91963,51,2015,1
91963,51,2016,2
91963,51,2018,1
91963,52,2015,1
91963,52,2017,1
91976,5,2017,1
91976,48,2016,1
91976,50,2017,1
91977,1,2016,13
91977,1,2017,16
91977,1,2018,25
91977,1,2019,26
91977,1,2020,33
91977,2,2016,13
91977,2,2017,19
91977,2,2018,24
91977,2,2019,13
91977,2,2020,21
91977,3,2016,8
91977,3,2017,19
91977,3,2018,12
91977,3,2019,17
91977,3,2020,37
91977,4,2016,16
91977,4,2017,14
91977,4,2018,22
91977,4,2019,22
91977,4,2020,31
91977,5,2016,18
91977,5,2017,20
91977,5,2018,27
91977,5,2019,19
91977,5,2020,29
91977,6,2016,25
91977,6,2017,18
91977,6,2018,26
91977,6,2019,30
91977,6,2020,26
91977,7,2016,23
91977,7,2017,19
91977,7,2018,21
91977,7,2019,30
91977,7,2020,27
91977,8,2016,18
91977,8,2017,8
91977,8,2018,27
91977,8,2019,29
91977,8,2020,18
91977,9,2016,12
91977,9,2017,14
91977,9,2018,11
91977,9,2019,28
91977,9,2020,9
91977,10,2016,10
91977,10,2017,18
91977,10,2018,18
91977,10,2019,15
91977,10,2020,27
91977,11,2016,10
91977,11,2017,13
91977,11,2018,21
91977,11,2019,8
91977,11,2020,23
91977,12,2016,9
91977,12,2017,14
91977,12,2018,15
91977,12,2019,24
91977,12,2020,15
91977,13,2016,17
91977,13,2017,16
91977,13,2018,16
91977,13,2019,9
91977,13,2020,8
91977,14,2016,10
91977,14,2017,13
91977,14,2018,12
91977,14,2019,15
91977,14,2020,2
91977,15,2016,7
91977,15,2017,17
91977,15,2018,6
91977,15,2019,13
91977,15,2020,3
91977,16,2016,6
91977,16,2017,10
91977,16,2018,11
91977,16,2019,13
91977,16,2020,3
91977,17,2016,7
91977,17,2017,8
91977,17,2018,5
91977,17,2019,8
91977,18,2016,4
91977,18,2017,13
91977,18,2018,6
91977,18,2019,6
91977,18,2020,2
91977,19,2016,13
91977,19,2017,12
91977,19,2018,11
91977,19,2019,10
91977,20,2016,11
91977,20,2017,15
91977,20,2018,12
91977,20,2019,10
91977,20,2020,4
91977,21,2016,8
91977,21,2017,11
91977,21,2018,11
91977,21,2019,9
91977,21,2020,3
91977,22,2016,9
91977,22,2017,9
91977,22,2018,15
91977,22,2019,8
91977,23,2016,8
91977,23,2017,9
91977,23,2018,8
91977,23,2019,5
91977,23,2020,1
91977,24,2016,12
91977,24,2017,10
91977,24,2018,10
91977,24,2019,5
91977,24,2020,2
91977,25,2016,12
91977,25,2017,12
91977,25,2018,6
91977,25,2019,4
91977,25,2020,1
91977,26,2016,14
91977,26,2017,7
91977,26,2018,8
91977,26,2019,4
91977,27,2016,7
