zip,week_of_year,year,Number of patients
92083,8,2019,6
92083,8,2020,2
92083,9,2016,4
92083,9,2017,2
92083,9,2018,3
92083,9,2019,5
92083,9,2020,5
92083,10,2016,4
92083,10,2017,5
92083,10,2018,3
92083,10,2019,4
92083,10,2020,5
92083,11,2016,6
92083,11,2017,4
92083,11,2018,6
92083,11,2019,4
92083,11,2020,3
92083,12,2016,3
92083,12,2017,6
92083,12,2018,3
92083,12,2019,8
92083,12,2020,3
92083,13,2016,2
92083,13,2017,6
92083,13,2018,3
92083,13,2019,8
92083,13,2020,1
92083,14,2016,3
92083,14,2017,2
92083,14,2018,3
92083,14,2019,3
92083,14,2020,2
92083,15,2016,1
92083,15,2017,1
92083,15,2018,4
92083,15,2019,2
92083,15,2020,1
92083,16,2016,3
92083,16,2017,1
92083,16,2018,2
92083,16,2019,4
92083,17,2016,2
92083,17,2017,3
92083,17,2018,4
92083,17,2019,4
92083,17,2020,1
92083,18,2017,2
92083,18,2018,3
92083,18,2019,2
92083,18,2020,1
92083,19,2016,1
92083,19,2017,3
92083,19,2018,1
92083,19,2019,2
92083,19,2020,1
92083,20,2018,1
92083,20,2019,5
92083,21,2017,1
92083,21,2019,1
92083,21,2020,1
92083,22,2016,1
92083,22,2017,2
92083,22,2019,1
92083,22,2020,1
92083,23,2016,2
92083,23,2019,3
92083,24,2016,1
92083,24,2017,1
92083,24,2018,1
92083,24,2019,3
92083,25,2017,1
92083,25,2018,1
92083,26,2016,3
92083,26,2017,1
92083,27,2016,1
92083,27,2017,1
92083,27,2018,1
92083,27,2019,3
92083,27,2020,1
92083,28,2016,1
92083,28,2017,1
92083,28,2019,2
92083,29,2016,2
92083,29,2017,2
92083,29,2018,2
92083,30,2016,1
92083,30,2017,2
92083,30,2018,2
92083,30,2019,1
92083,31,2016,1
92083,31,2019,2
92083,32,2017,1
92083,32,2018,1
92083,32,2019,1
92083,33,2016,1
92083,33,2017,2
92083,33,2019,2
92083,34,2016,2
92083,34,2018,1
92083,34,2019,1
92083,35,2016,4
92083,35,2017,1
92083,35,2018,3
92083,35,2019,3
92083,35,2020,2
92083,36,2016,1
92083,36,2018,1
92083,37,2016,2
92083,37,2017,2
92083,37,2018,1
92083,37,2020,2
92083,38,2016,2
92083,38,2017,4
92083,38,2018,1
92083,38,2020,1
92083,39,2017,2
92083,39,2018,1
92083,40,2015,1
92083,40,2016,2
92083,40,2017,2
92083,40,2018,3
92083,40,2019,2
92083,40,2020,2
92083,41,2015,1
92083,41,2016,3
92083,41,2017,3
92083,41,2018,3
92083,41,2019,2
92083,42,2015,1
92083,42,2017,4
92083,42,2018,1
92083,42,2019,1
92083,42,2020,1
92083,43,2015,5
92083,43,2016,2
92083,43,2017,2
92083,43,2018,2
92083,43,2019,4
92083,43,2020,1
92083,44,2015,5
92083,44,2016,2
92083,44,2017,2
92083,44,2018,1
92083,44,2019,2
92083,45,2015,3
92083,45,2017,2
92083,45,2018,1
92083,45,2019,3
92083,45,2020,1
92083,46,2015,4
92083,46,2017,3
92083,46,2018,4
92083,46,2019,1
92083,47,2015,3
92083,47,2016,3
92083,47,2017,3
92083,47,2018,1
92083,47,2019,1
92083,48,2015,6
92083,48,2016,3
92083,48,2019,4
92083,48,2020,1
92083,49,2015,3
92083,49,2016,3
92083,49,2017,2
92083,49,2018,2
92083,49,2019,1
92083,50,2015,1
92083,50,2016,4
92083,50,2017,3
92083,50,2018,2
92083,51,2015,2
92083,51,2017,7
92083,51,2019,5
92083,52,2015,5
92083,52,2016,3
92083,52,2017,7
92083,52,2018,8
92083,52,2019,10
92083,53,2015,6
92084,1,2016,6
92084,1,2017,2
92084,1,2018,8
92084,1,2019,3
92084,1,2020,2
92084,2,2016,1
92084,2,2017,4
92084,2,2018,2
92084,2,2019,7
92084,2,2020,2
92084,3,2016,7
92084,3,2017,3
92084,3,2018,4
92084,3,2019,2
92084,3,2020,1
92084,4,2016,2
92084,4,2017,4
92084,4,2018,1
92084,4,2019,2
92084,4,2020,3
92084,5,2016,2
92084,5,2017,6
92084,5,2018,6
92084,5,2019,3
92084,5,2020,4
92084,6,2016,4
92084,6,2017,4
92084,6,2018,3
92084,6,2019,2
92084,6,2020,4
92084,7,2016,2
92084,7,2017,3
92084,7,2018,14
92084,7,2019,8
92084,7,2020,5
92084,8,2016,3
92084,8,2017,5
92084,8,2018,3
92084,8,2019,4
92084,8,2020,5
92084,9,2016,5
92084,9,2017,4
92084,9,2018,3
92084,9,2019,6
92084,9,2020,3
92084,10,2016,4
92084,10,2017,2
92084,10,2018,5
92084,10,2019,5
92084,10,2020,8
92084,11,2016,5
92084,11,2017,5
92084,11,2018,6
92084,11,2019,10
92084,11,2020,6
92084,12,2016,5
92084,12,2017,3
92084,12,2018,3
92084,12,2019,3
92084,12,2020,3
92084,13,2016,2
92084,13,2017,2
92084,13,2018,3
92084,13,2019,5
92084,13,2020,1
92084,14,2016,2
92084,14,2017,5
92084,14,2018,2
92084,14,2019,7
92084,15,2016,1
92084,15,2017,6
92084,15,2019,2
92084,16,2016,1
92084,16,2017,3
92084,16,2018,2
92084,16,2019,6
92084,17,2016,3
92084,17,2017,4
92084,17,2018,3
92084,17,2019,2
92084,18,2016,1
92084,18,2017,5
92084,18,2019,3
92084,19,2016,3
92084,19,2017,3
92084,19,2018,2
92084,19,2019,6
92084,20,2016,1
92084,20,2017,2
92084,20,2018,1
92084,20,2019,5
92084,21,2016,2
92084,21,2018,2
92084,21,2019,2
92084,21,2020,1
92084,22,2016,4
92084,22,2017,1
92084,22,2018,3
92084,22,2019,1
92084,22,2020,1
92084,23,2016,2
92084,23,2017,3
92084,23,2018,4
92084,23,2019,3
92084,24,2016,2
92084,24,2017,1
92084,24,2018,3
92084,24,2019,5
92084,25,2016,2
92084,25,2017,1
92084,25,2018,1
92084,25,2019,6
92084,25,2020,1
92084,26,2016,2
92084,27,2016,1
92084,27,2017,6
92084,27,2019,3
92084,27,2020,1
92084,28,2016,2
92084,28,2017,1
92084,28,2018,2
92084,28,2019,2
92084,29,2016,1
92084,29,2017,1
92084,30,2016,2
92084,30,2017,1
92084,30,2019,2
92084,30,2020,1
92084,31,2016,1
92084,31,2017,1
92084,31,2018,1
92084,31,2019,1
92084,32,2016,1
92084,32,2017,2
92084,32,2018,4
92084,33,2016,1
92084,33,2017,1
92084,33,2019,1
92084,33,2020,1
92084,34,2019,1
92084,35,2017,2
92084,35,2018,3
92084,35,2019,2
92084,36,2016,4
92084,36,2017,1
92084,36,2018,1
92084,36,2020,1
92084,37,2016,2
92084,37,2017,6
92084,37,2018,2
92084,37,2019,3
92084,37,2020,1
92084,38,2017,4
92084,38,2019,1
92084,39,2016,1
92084,39,2017,5
92084,39,2018,1
92084,39,2019,3
92084,39,2020,1
92084,40,2017,4
92084,40,2018,2
92084,40,2019,2
92084,40,2020,1
92084,41,2015,4
92084,41,2016,2
92084,41,2017,5
92084,41,2018,2
92084,41,2019,3
92084,41,2020,1
92084,42,2015,2
92084,42,2017,4
92084,42,2018,5
92084,42,2019,3
92084,43,2015,2
92084,43,2016,1
92084,43,2017,2
92084,43,2018,4
92084,43,2019,2
92084,44,2015,2
92084,44,2016,3
92084,44,2017,2
92084,44,2019,1
92084,45,2015,5
92084,45,2017,2
92084,45,2018,1
92084,46,2015,2
92084,46,2016,1
92084,46,2017,8
92084,46,2018,1
92084,46,2019,2
92084,46,2020,2
92084,47,2015,1
92084,47,2016,3
92084,47,2017,3
92084,47,2019,2
92084,47,2020,2
92084,48,2015,3
92084,48,2016,3
92084,48,2017,3
92084,48,2018,1
92084,48,2019,3
92084,48,2020,3
92084,49,2015,3
92084,49,2016,5
92084,49,2017,3
92084,49,2018,1
92084,49,2019,1
92084,49,2020,2
92084,50,2015,2
92084,50,2016,2
92084,50,2017,5
92084,50,2018,3
92084,50,2019,2
92084,51,2015,4
92084,51,2016,1
92084,51,2017,2
92084,52,2015,7
92084,52,2016,5
92084,52,2017,12
92084,52,2018,4
92084,52,2019,11
92084,53,2015,2
92084,53,2016,3
92085,1,2018,1
92085,2,2019,1
92085,9,2018,1
92085,9,2019,1
92085,19,2019,2
92085,24,2019,1
92085,26,2019,1
92085,27,2018,1
92085,38,2016,1
92085,40,2016,1
92085,45,2017,1
92086,41,2017,1
92086,44,2019,1
92086,47,2015,1
92086,52,2019,1
92088,1,2017,1
92088,2,2020,1
92088,47,2018,1
92088,51,2018,1
92091,6,2018,1
92091,16,2016,1
92091,16,2019,1
92091,19,2016,1
92091,43,2017,1
92091,52,2015,1
92092,8,2017,1
92092,13,2016,1
92092,49,2016,1
92101,1,2016,2
92101,1,2017,6
92101,1,2018,6
92101,1,2019,3
92101,1,2020,5
92101,2,2016,1
92101,2,2017,1
92101,2,2018,3
92101,2,2019,5
92101,2,2020,2
92101,3,2016,3
92101,3,2018,1
92101,3,2019,3
92101,3,2020,3
92101,4,2016,5
92101,4,2017,3
92101,4,2018,3
92101,4,2019,3
92101,4,2020,9
92101,5,2016,2
92101,5,2017,1
92101,5,2018,4
92101,5,2019,3
92101,5,2020,6
92101,6,2016,4
92101,6,2017,9
92101,6,2018,5
92101,6,2019,1
92101,6,2020,7
92101,7,2016,7
92101,7,2017,3
92101,7,2018,3
92101,7,2019,3
92101,7,2020,7
92101,8,2016,5
92101,8,2017,6
92101,8,2018,7
92101,8,2019,4
92101,8,2020,2
92101,9,2016,2
92101,9,2017,4
92101,9,2018,5
92101,9,2019,9
92101,9,2020,4
92101,10,2016,2
92101,10,2017,3
92101,10,2018,3
92101,10,2019,14
92101,10,2020,2
92101,11,2016,3
92101,11,2017,4
92101,11,2019,9
92101,11,2020,4
92101,12,2016,1
92101,12,2018,2
92101,12,2019,4
92101,12,2020,3
92101,13,2016,3
92101,13,2017,1
92101,13,2018,2
92101,13,2019,3
92101,13,2020,2
92101,14,2016,2
92101,14,2017,2
92101,14,2018,4
92101,14,2019,2
92101,14,2020,2
92101,15,2016,3
92101,15,2017,2
92101,15,2019,2
92101,16,2016,2
92101,16,2017,2
92101,16,2018,4
92101,16,2019,1
92101,17,2016,2
92101,17,2017,5
92101,17,2018,4
92101,17,2019,1
92101,18,2017,1
92101,18,2018,1
92101,18,2019,1
92101,19,2016,1
92101,19,2017,1
92101,19,2018,2
92101,19,2019,2
92101,20,2016,2
92101,20,2017,3
92101,20,2019,1
92101,20,2020,1
92101,21,2017,2
92101,21,2018,4
92101,21,2019,2
92101,22,2016,1
92101,23,2016,2
92101,23,2017,3
92101,23,2018,1
92101,24,2016,2
92101,24,2017,1
92101,24,2018,1
92101,24,2020,1
92101,25,2016,1
92101,25,2017,3
92101,25,2018,1
92101,26,2017,3
92101,27,2016,1
92101,27,2017,4
92101,27,2018,1
92101,28,2016,1
92101,28,2019,1
92101,29,2017,1
92101,29,2018,1
92101,29,2019,1
92101,30,2016,5
92101,30,2017,1
92101,30,2020,1
92101,31,2016,1
92101,31,2017,3
92101,31,2018,2
92101,31,2020,1
92101,32,2017,1
92101,33,2016,2
92101,33,2017,1
92101,33,2018,1
92101,34,2016,1
92101,34,2017,1
92101,35,2016,1
92101,35,2017,5
92101,35,2018,3
92101,35,2019,2
92101,36,2016,3
92101,36,2017,4
92101,37,2016,1
92101,37,2017,2
92101,37,2018,2
92101,38,2016,3
92101,38,2018,2
92101,38,2019,3
92101,39,2016,1
92101,39,2017,6
92101,39,2018,3
92101,39,2020,1
92101,40,2015,1
92101,40,2017,1
92101,40,2018,1
92101,40,2019,1
92101,40,2020,1
92101,41,2015,4
92101,41,2016,1
92101,41,2017,4
92101,41,2018,2
92101,41,2019,3
92101,41,2020,1
92101,42,2016,1
92101,42,2017,4
92101,42,2018,1
92101,42,2019,2
92101,42,2020,1
92101,43,2016,1
92101,43,2017,2
92101,43,2018,4
92101,43,2019,5
92101,43,2020,1
92101,44,2015,2
92101,44,2016,4
92101,44,2017,3
92101,44,2018,4
92101,44,2019,1
92101,45,2015,5
92101,45,2017,3
92101,45,2018,3
92101,45,2019,9
92101,46,2015,2
92101,46,2016,3
92101,46,2017,3
92101,46,2018,3
92101,46,2019,3
92101,46,2020,1
92101,47,2015,2
92101,47,2016,2
92101,47,2017,4
92101,47,2020,1
92101,48,2016,3
92101,48,2017,3
92101,48,2018,2
92101,48,2019,3
92101,48,2020,1
92101,49,2015,1
92101,49,2016,5
92101,49,2017,2
92101,49,2018,4
92101,49,2019,2
92101,50,2015,2
92101,50,2016,1
92101,50,2017,2
92101,50,2018,4
92101,50,2019,5
92101,51,2015,1
92101,51,2016,3
92101,51,2017,2
92101,51,2018,4
92101,51,2019,3
92101,52,2015,3
92101,52,2016,3
92101,52,2017,4
92101,52,2018,3
92101,52,2019,7
92101,53,2015,2
92101,53,2016,1
92102,1,2016,9
92102,1,2017,26
92102,1,2018,34
92102,1,2019,22
92102,1,2020,27
92102,2,2016,13
92102,2,2017,24
92102,2,2018,24
92102,2,2019,20
92102,2,2020,38
92102,3,2016,9
92102,3,2017,16
92102,3,2018,16
92102,3,2019,19
92102,3,2020,30
92102,4,2016,11
92102,4,2017,19
92102,4,2018,11
92102,4,2019,20
92102,4,2020,34
92102,5,2016,23
92102,5,2017,27
92102,5,2018,14
92102,5,2019,19
92102,5,2020,36
92102,6,2016,25
92102,6,2017,20
92102,6,2018,23
92102,6,2019,22
92102,6,2020,42
92102,7,2016,34
92102,7,2017,18
92102,7,2018,22
92102,7,2019,28
92102,7,2020,30
92102,8,2016,25
92102,8,2017,22
92102,8,2018,27
92102,8,2019,19
92102,8,2020,16
92102,9,2016,22
92102,9,2017,17
92102,9,2018,15
92102,9,2019,13
92102,9,2020,23
92102,10,2016,11
92102,10,2017,22
92102,10,2018,23
92102,10,2019,25
92102,10,2020,27
92102,11,2016,20
92102,11,2017,25
92102,11,2018,24
92102,11,2019,13
92102,11,2020,31
92102,12,2016,9
92102,12,2017,20
92102,12,2018,13
92102,12,2019,17
92102,12,2020,12
92102,13,2016,17
92102,13,2017,13
92102,13,2018,12
92102,13,2019,15
92102,13,2020,6
92102,14,2016,10
92102,14,2017,12
92102,14,2018,7
92102,14,2019,13
92102,14,2020,4
92102,15,2016,5
92102,15,2017,13
92102,15,2018,3
92102,15,2019,10
92102,15,2020,3
92102,16,2016,14
92102,16,2017,8
92102,16,2018,9
92102,16,2019,7
92102,16,2020,4
92102,17,2016,7
92102,17,2017,8
92102,17,2018,5
92102,17,2019,10
92102,17,2020,3
92102,18,2016,9
92102,18,2017,8
92102,18,2018,13
92102,18,2019,8
92102,18,2020,1
92102,19,2016,14
92102,19,2017,20
92102,19,2018,12
92102,19,2019,12
92102,19,2020,1
92102,20,2016,15
92102,20,2017,8
92102,20,2018,12
92102,20,2019,9
92102,21,2016,12
92102,21,2017,13
92102,21,2018,12
92102,21,2019,5
92102,22,2016,9
92102,22,2017,24
92102,22,2018,14
92102,22,2019,11
92102,22,2020,1
92102,23,2016,16
92102,23,2017,8
92102,23,2018,13
92102,23,2019,5
92102,23,2020,4
92102,24,2016,7
92102,24,2017,13
92102,24,2018,5
92102,24,2019,6
92102,24,2020,3
92102,25,2016,11
92102,25,2017,9
92102,25,2018,5
92102,25,2019,5
92102,26,2016,8
92102,26,2017,13
92102,26,2018,4
92102,26,2019,2
92102,26,2020,3
92102,27,2016,11
92102,27,2017,6
92102,27,2018,8
92102,27,2019,1
92102,27,2020,1
92102,28,2016,12
92102,28,2017,2
92102,28,2018,7
92102,28,2019,4
92102,28,2020,1
92102,29,2016,6
92102,29,2017,2
92102,29,2018,3
92102,29,2019,2
92102,29,2020,1
92102,30,2016,9
92102,30,2017,7
92102,30,2018,1
92102,30,2019,1
92102,30,2020,3
92102,31,2016,7
92102,31,2017,4
92102,31,2018,11
92102,31,2019,4
92102,31,2020,2
92102,32,2016,3
92102,32,2017,9
92102,32,2018,6
92102,32,2019,9
92102,32,2020,1
92102,33,2016,9
92102,33,2017,3
92102,33,2018,9
92102,33,2019,1
92102,33,2020,2
92102,34,2016,7
92102,34,2017,6
92102,34,2018,5
92102,34,2019,3
92102,35,2016,13
92102,35,2017,9
92102,35,2018,14
92102,35,2019,6
92102,35,2020,2
92102,36,2016,12
92102,36,2017,10
92102,36,2018,15
92102,36,2019,11
92102,36,2020,3
92102,37,2016,10
92102,37,2017,8
92102,37,2018,15
92102,37,2019,12
92102,37,2020,2
92102,38,2016,16
92102,38,2017,10
92102,38,2018,12
92102,38,2019,11
92102,38,2020,1
92102,39,2016,6
92102,39,2017,12
92102,39,2018,9
92102,39,2019,10
92102,39,2020,4
92102,40,2015,4
92102,40,2016,12
92102,40,2017,17
92102,40,2018,10
92102,40,2019,7
92102,40,2020,1
92102,41,2015,2
92102,41,2016,12
92102,41,2017,9
92102,41,2018,10
92102,41,2019,11
92102,41,2020,1
92102,42,2015,10
92102,42,2016,9
92102,42,2017,10
92102,42,2018,5
92102,42,2019,10
92102,42,2020,3
92102,43,2015,7
92102,43,2016,14
92102,43,2017,15
92102,43,2018,12
92102,43,2019,13
92102,43,2020,5
92102,44,2015,6
92102,44,2016,22
92102,44,2017,19
92102,44,2018,10
92102,44,2019,8
92102,44,2020,2
92102,45,2015,6
92102,45,2016,14
92102,45,2017,11
92102,45,2018,13
92102,45,2019,8
92102,45,2020,5
92102,46,2015,10
92102,46,2016,22
92102,46,2017,8
92102,46,2018,13
92102,46,2019,5
92102,46,2020,6
92102,47,2015,11
92102,47,2016,14
92102,47,2017,15
92102,47,2018,14
92102,47,2019,14
92102,47,2020,5
92102,48,2015,14
92102,48,2016,17
92102,48,2017,9
92102,48,2018,10
92102,48,2019,19
92102,48,2020,3
92102,49,2015,7
92102,49,2016,19
92102,49,2017,18
92102,49,2018,14
92102,49,2019,11
92102,49,2020,3
92102,50,2015,13
92102,50,2016,20
92102,50,2017,26
92102,50,2018,20
92102,50,2019,20
92102,51,2015,13
92102,51,2016,24
92102,51,2017,25
92102,51,2018,20
92102,51,2019,11
92102,52,2015,12
92102,52,2016,21
92102,52,2017,35
92102,52,2018,26
92102,52,2019,37
92102,53,2015,3
92102,53,2016,7
92103,1,2016,2
92103,1,2017,1
92103,1,2018,2
92103,1,2019,2
92103,1,2020,1
92103,2,2017,3
92103,2,2018,2
92103,2,2019,3
92103,3,2016,2
92103,3,2017,2
92103,3,2018,1
92103,3,2019,2
92103,3,2020,2
92103,4,2016,2
92103,4,2017,3
92103,4,2018,1
92103,4,2019,2
92103,4,2020,1
92103,5,2016,4
92103,5,2017,3
92103,5,2019,1
92103,5,2020,5
92103,6,2016,3
92103,6,2017,2
92103,6,2018,1
92103,6,2019,7
92103,6,2020,2
92103,7,2016,6
92103,7,2018,1
92103,7,2019,3
92103,7,2020,4
92103,8,2017,2
92103,8,2018,5
92103,8,2019,2
92103,8,2020,3
92103,9,2016,1
92103,9,2017,3
92103,9,2018,2
92103,9,2019,4
92103,9,2020,4
92103,10,2016,3
92103,10,2017,2
92103,10,2020,2
92103,11,2016,1
92103,11,2017,1
92103,11,2018,1
92103,11,2019,4
92103,11,2020,2
92103,12,2016,1
92103,12,2019,2
92103,12,2020,4
92103,13,2017,2
92103,13,2019,3
92103,13,2020,1
92103,14,2016,2
92103,14,2017,1
92103,14,2019,1
92103,15,2016,1
92103,15,2017,1
92103,15,2018,1
92103,16,2017,2
92103,16,2018,1
92103,16,2019,1
92103,17,2016,2
92103,17,2017,1
92103,17,2020,1
92103,18,2017,2
92103,18,2019,1
92103,18,2020,1
92103,19,2016,3
92103,19,2017,2
92103,19,2018,1
92103,19,2020,1
92103,20,2016,1
92103,20,2018,1
92103,20,2019,1
92103,21,2017,1
92103,21,2018,1
92103,21,2019,1
92103,22,2016,2
92103,22,2017,4
92103,22,2018,1
92103,22,2019,1
92103,23,2017,1
92103,25,2016,1
92103,25,2018,1
92103,25,2019,1
92103,26,2016,1
92103,27,2019,1
92103,28,2016,3
92103,28,2017,1
92103,29,2020,1
92103,30,2016,1
92103,30,2020,1
92103,31,2016,2
92103,31,2017,3
92103,31,2018,1
92103,31,2019,1
92103,32,2016,1
92103,32,2017,1
92103,33,2016,1
92103,33,2017,3
92103,33,2018,3
92103,33,2019,2
92103,34,2016,1
92103,34,2017,4
92103,34,2018,1
92103,34,2019,1
92103,35,2018,2
92103,35,2019,1
92103,35,2020,2
92103,36,2016,1
92103,36,2017,1
92103,36,2019,2
92103,37,2016,1
92103,37,2017,1
92103,37,2019,1
92103,38,2016,2
92103,38,2017,1
92103,38,2019,2
92103,39,2016,1
92103,39,2017,1
92103,40,2015,2
92103,40,2016,1
92103,40,2017,2
92103,40,2018,1
92103,40,2019,4
92103,41,2015,2
92103,41,2016,1
92103,42,2015,4
92103,42,2016,2
92103,42,2017,1
92103,42,2019,2
92103,43,2015,3
92103,43,2016,1
92103,43,2017,2
92103,43,2018,4
92103,43,2019,2
92103,44,2015,1
92103,44,2016,1
92103,44,2017,2
92103,44,2018,1
92103,44,2019,2
92103,44,2020,1
92103,45,2015,2
92103,45,2017,4
92103,45,2018,3
92103,45,2019,1
92103,46,2015,5
92103,46,2016,1
92103,46,2017,2
92103,46,2018,1
92103,47,2015,3
92103,47,2016,4
92103,47,2018,1
92103,47,2019,4
92103,47,2020,1
92103,48,2015,2
92103,48,2016,4
92103,48,2018,2
92103,48,2019,1
92103,48,2020,1
92103,49,2015,2
92103,49,2016,1
92103,49,2017,2
92103,49,2018,1
92103,49,2019,8
92103,50,2015,1
92103,50,2016,1
92103,50,2017,3
92103,50,2018,4
92103,50,2019,6
92103,51,2015,3
92103,51,2016,3
92103,51,2017,8
92103,51,2018,3
92103,51,2019,4
92103,52,2015,4
92103,52,2016,1
92103,52,2017,10
92103,52,2018,4
92103,52,2019,3
92103,53,2016,4
92104,1,2016,6
92104,1,2017,7
92104,1,2018,17
92104,1,2019,7
92104,1,2020,16
92104,2,2016,6
92104,2,2017,10
92104,2,2018,8
92104,2,2019,7
92104,2,2020,13
92104,3,2016,6
92104,3,2017,9
92104,3,2018,7
92104,3,2019,11
92104,3,2020,6
92104,4,2016,10
92104,4,2017,9
92104,4,2018,5
92104,4,2019,12
92104,4,2020,6
92104,5,2016,17
92104,5,2017,15
92104,5,2018,5
92104,5,2019,13
92104,5,2020,15
92104,6,2016,12
92104,6,2017,6
92104,6,2018,11
92104,6,2019,8
92104,6,2020,16
92104,7,2016,20
92104,7,2017,7
92104,7,2018,8
92104,7,2019,16
92104,7,2020,14
92104,8,2016,12
92104,8,2017,11
92104,8,2018,9
92104,8,2019,6
92104,8,2020,9
92104,9,2016,6
92104,9,2017,5
92104,9,2018,10
92104,9,2019,10
92104,9,2020,10
92104,10,2016,7
92104,10,2017,3
92104,10,2018,7
92104,10,2019,8
92104,10,2020,6
92104,11,2016,5
92104,11,2017,12
92104,11,2018,6
92104,11,2019,6
92104,11,2020,4
92104,12,2016,8
92104,12,2017,6
92104,12,2018,8
92104,12,2019,9
92104,12,2020,7
92104,13,2016,3
92104,13,2017,4
92104,13,2018,6
92104,13,2019,6
92104,13,2020,2
92104,14,2016,5
92104,14,2017,8
92104,14,2018,2
92104,14,2019,7
92104,14,2020,3
92104,15,2016,5
92104,15,2017,9
92104,15,2018,2
92104,15,2019,4
92104,16,2016,1
92104,16,2017,15
92104,16,2018,6
92104,16,2019,8
92104,16,2020,1
92104,17,2016,3
92104,17,2017,7
92104,17,2018,4
92104,17,2019,2
92104,17,2020,2
92104,18,2016,3
92104,18,2017,4
92104,18,2018,5
92104,18,2019,7
92104,18,2020,1
92104,19,2016,5
92104,19,2017,6
92104,19,2018,6
92104,19,2019,5
92104,20,2016,1
92104,20,2017,6
92104,20,2018,7
92104,20,2019,4
92104,20,2020,1
92104,21,2016,2
92104,21,2017,6
92104,21,2018,2
92104,21,2019,6
92104,21,2020,1
92104,22,2016,1
92104,22,2017,6
92104,22,2018,6
92104,22,2019,5
92104,22,2020,1
92104,23,2016,5
92104,23,2017,7
92104,23,2018,4
92104,23,2019,5
92104,23,2020,1
92104,24,2016,3
92104,24,2017,6
92104,24,2018,4
92104,24,2019,3
92104,25,2016,5
92104,25,2017,3
92104,25,2018,5
92104,26,2016,3
92104,26,2017,2
92104,26,2018,3
92104,26,2019,7
92104,27,2016,6
92104,27,2017,2
92104,27,2019,6
92104,27,2020,1
92104,28,2016,2
92104,28,2017,1
92104,28,2018,3
92104,28,2019,4
92104,28,2020,1
92104,29,2016,2
92104,29,2017,3
92104,29,2019,2
92104,29,2020,1
92104,30,2016,4
92104,30,2017,1
92104,30,2018,1
92104,31,2016,3
92104,31,2017,2
92104,31,2018,1
92104,31,2019,2
92104,31,2020,1
92104,32,2016,2
92104,32,2017,3
92104,32,2018,1
92104,32,2019,2
92104,33,2016,6
92104,33,2018,1
92104,33,2019,2
92104,33,2020,1
92104,34,2016,2
92104,34,2017,3
92104,34,2018,3
92104,34,2019,3
92104,34,2020,1
92104,35,2016,4
92104,35,2017,4
92104,35,2018,2
92104,35,2019,2
92104,35,2020,1
92104,36,2016,6
92104,36,2017,6
92104,36,2018,6
92104,36,2019,4
92104,36,2020,1
92104,37,2016,4
92104,37,2017,6
92104,37,2018,4
92104,37,2019,9
92104,37,2020,2
92104,38,2016,7
92104,38,2018,6
92104,38,2019,5
92104,38,2020,2
92104,39,2016,12
92104,39,2017,4
92104,39,2018,7
92104,39,2019,9
92104,39,2020,1
92104,40,2015,2
92104,40,2016,1
92104,40,2017,4
92104,40,2018,9
92104,40,2019,9
92104,41,2015,4
92104,41,2016,7
92104,41,2017,6
92104,41,2018,6
92104,41,2019,9
92104,41,2020,1
92104,42,2015,3
92104,42,2016,6
92104,42,2017,9
92104,42,2018,3
92104,42,2019,1
92104,43,2015,8
92104,43,2016,2
92104,43,2017,5
92104,43,2018,3
92104,43,2019,5
92104,43,2020,1
92104,44,2015,8
92104,44,2016,5
92104,44,2017,6
92104,44,2018,3
92104,44,2019,5
92104,44,2020,2
92104,45,2015,7
92104,45,2016,5
92104,45,2017,7
92104,45,2018,6
92104,45,2019,3
92104,46,2015,1
92104,46,2016,7
92104,46,2017,10
92104,46,2018,7
92104,46,2019,8
92104,46,2020,3
92104,47,2015,2
92104,47,2016,5
92104,47,2017,10
92104,47,2018,8
92104,47,2019,4
92104,47,2020,1
92104,48,2015,3
92104,48,2016,8
92104,48,2017,3
92104,48,2018,8
92104,48,2019,3
92104,48,2020,4
92104,49,2015,5
92104,49,2016,11
92104,49,2017,3
92104,49,2018,7
92104,49,2019,10
92104,49,2020,5
92104,50,2015,3
92104,50,2016,7
92104,50,2017,10
92104,50,2018,7
92104,50,2019,13
92104,51,2015,7
92104,51,2016,13
92104,51,2017,14
92104,51,2018,16
92104,51,2019,17
92104,52,2015,6
92104,52,2016,10
92104,52,2017,15
92104,52,2018,11
92104,52,2019,10
92104,53,2015,2
92104,53,2016,6
92105,1,2016,19
92105,1,2017,29
92105,1,2018,52
92105,1,2019,48
92105,1,2020,48
92105,2,2016,23
92105,2,2017,40
92105,2,2018,47
92105,2,2019,28
92105,2,2020,58
92105,3,2016,22
92105,3,2017,38
92105,3,2018,23
92105,3,2019,41
92105,3,2020,53
92105,4,2016,15
92105,4,2017,17
92105,4,2018,30
92105,4,2019,31
92105,4,2020,55
92105,5,2016,31
92105,5,2017,36
92105,5,2018,31
92105,5,2019,37
92105,5,2020,58
92105,6,2016,53
92105,6,2017,33
92105,6,2018,38
92105,6,2019,39
92105,6,2020,49
92105,7,2016,57
92105,7,2017,36
92105,7,2018,32
92105,7,2019,39
92105,7,2020,55
92105,8,2016,46
92105,8,2017,36
92105,8,2018,34
92105,8,2019,29
92105,8,2020,42
92105,9,2016,41
92105,9,2017,30
92105,9,2018,38
92105,9,2019,50
92105,9,2020,30
92105,10,2016,33
92105,10,2017,31
92105,10,2018,33
92105,10,2019,35
92105,10,2020,45
92105,11,2016,30
92105,11,2017,29
